id,cpu_load_mean_m_3,disk_octets_read_mean_m_3,disk_octets_write_mean_m_3,disk_ops_read_mean_m_3,disk_ops_write_mean_m_3,network_rx_mean_m_3,network_tx_mean_m_3,cpu_load_monthly_mean_delta,network_tx_monthly_mean_delta,network_rx_monthly_mean_delta,disk_ops_read_monthly_mean_delta,disk_ops_write_monthly_mean_delta,disk_octets_write_monthly_mean_delta,disk_octets_read_monthly_mean_delta,cpu_load_max_gradient,disk_octets_read_max_gradient,disk_octets_write_max_gradient,disk_ops_read_max_gradient,disk_ops_write_max_gradient,network_rx_max_gradient,network_tx_max_gradient,is_churn
298,79.49727599,15.75886798,6.80998064,178.61537630,745.58580650,5.83444961,98.85324725,0.13203525,-0.50329599,-1.69806754,-169.75429030,49.08502867,-7.18793461,-13.69641596,0.00869898,-0.52513547,-0.16719303,-5.54944104,1.26721505,-0.05459814,-0.40090297,1
299,62.27064516,11.07793722,1.72181702,234.74387100,168.07182800,1.19506891,1.74740510,1.35486738,-1.95363967,-2.07212915,36.22231541,68.75760573,0.16408274,1.72526644,0.01074758,0.08901343,0.00262861,0.79702556,1.79727481,-0.05577177,-0.05247257,0
300,64.92989247,18.73364706,13.28286555,3062.75268800,6.17978495,94.32095596,1.96001923,8.78133692,1.33583326,21.00987292,385.88591040,-6.58021505,2.21050419,2.39333727,0.29503860,0.08671960,0.08005816,10.91962842,-0.25240067,0.68593923,0.04619676,0
301,5.83268817,0.08002527,0.02785676,2.53892473,1.16430108,0.09623596,1.24750893,0.45079928,0.37632892,0.02951623,1.16081362,-0.04592115,-0.00295927,0.01865763,-0.01278424,0.00033585,-0.00014347,0.02807915,-0.00720800,0.00032136,0.00753366,0
302,104.19301080,1.04507425,0.55771929,194.99989250,9.78548387,0.36482040,0.26264449,0.07789964,-0.04951580,0.08309410,14.29389247,3.96648387,0.10965102,0.06854416,0.00581720,0.00515739,0.00209059,1.22285457,0.07849833,0.00099266,-0.00138692,0
303,54.44908602,2.97277792,2.53155240,83.51731183,58.94967742,0.60960092,0.69237788,0.33503047,0.21501708,0.03120832,7.24186738,6.57978853,0.48260952,0.03577560,0.01093319,0.00174235,0.01524703,0.03909254,0.09016147,0.00390849,0.00739519,0
304,15.01225806,1.30536833,1.41590924,69.20247312,19.16021505,0.53310658,0.01938192,1.18859140,-0.04748425,-0.09907911,12.24825090,4.36510394,0.27821976,-0.11680303,0.01691416,-0.00382079,0.00694070,0.35266966,0.11279958,-0.00561840,-0.00156523,0
305,5.54139785,0.14370651,0.90144944,7.29935484,7.62849462,0.25122978,0.03687741,0.36089785,0.02793475,0.09398536,1.90979928,2.70638351,0.03064394,0.01965528,0.00687608,-0.00021674,0.00088811,0.02288824,0.04177067,0.00157976,0.00085634,0
306,25.32688172,4.68387317,1.76441669,172.63451610,15.48526882,0.23624568,12.38546986,3.35388172,0.98670241,0.00703431,31.09996057,0.68849104,0.19072439,0.45275262,0.11297003,0.01899118,0.00768765,0.94847453,0.05317204,0.00068102,0.07894756,0
307,35.88309140,0.03133308,1.42568063,3.04903226,86.99569892,0.09663937,0.82383241,8.68459140,-0.05391703,-0.00132267,-11.77930108,-10.54041219,-0.04841789,-0.27325595,0.38696065,-0.00536396,-0.00017167,-0.20720465,-0.09070316,0.00007330,-0.00147170,0
308,6.88473118,0.40877419,1.85134634,5.07000000,8.63032258,0.38020113,0.01859619,0.06662007,0.00236185,0.09765673,-1.08344444,-1.66434409,0.23875069,0.22537955,-0.00143108,0.00479638,0.00928566,-0.08075498,-0.03508637,0.00193820,-0.00002240,0
309,24.41139785,3.45666428,0.48422362,165.95978490,28.02204301,0.97417861,0.84906188,-2.83182437,-0.08106305,-0.15894442,-8.30021505,-1.66717921,-0.13553953,-0.19295051,-0.06500494,-0.00553293,-0.00399462,-0.26252671,-0.10947400,-0.00230463,-0.00139450,0
310,24.02580645,0.05553912,0.26536255,0.68301075,6.85365591,0.55384885,0.33334536,4.19525090,-0.11821294,0.06311195,0.07301075,0.79376703,0.02674757,0.03155294,0.05054213,0.00068364,0.00089390,0.00056601,0.01232382,0.00280222,-0.00475770,0
311,48.77569892,7.18272578,1.59072515,232.05688170,42.05129032,0.33934875,0.70901310,1.42514337,0.44282350,-0.15332467,-0.88445161,-9.29104301,-0.05366554,0.00722583,0.05128645,0.01686837,-0.00074066,0.08208567,-0.14746572,-0.00392258,0.01256104,0
312,49.33822581,0.90408982,1.01757357,29.79978495,84.01849462,0.16071890,0.25691190,9.91711470,0.01408759,-0.10253829,7.11445161,10.52605018,0.08833357,0.06613014,0.28342394,0.00191154,0.00173028,0.19162771,0.10481033,-0.00420111,0.00012043,0
313,25.50440860,4.55753464,0.90727545,203.11720430,22.22602151,0.13384135,0.36880407,0.49018638,0.06967140,-0.07398002,44.11764875,-1.15342294,0.02077043,0.90903629,-0.02099612,0.01477731,-0.00161061,0.77669628,-0.06882584,-0.00282575,0.00243099,0
314,52.46908602,9.63470413,2.88760953,1776.36483900,50.77849462,0.66932108,3.89547630,1.89253047,-4.31062476,0.30947323,-66.64182796,-14.42683871,0.41767693,-0.75676458,-0.00057642,-0.00742266,0.02186630,-1.46201199,-0.24052741,0.00157830,-0.12344474,0
315,11.23048387,0.00868396,0.53549695,0.38032258,18.46010753,0.13101521,0.23500429,-2.78865502,-0.64664091,-0.08624216,-15.31034409,0.66655197,-0.06736462,-0.23157193,-0.06494915,-0.00745260,-0.00242751,-0.46083748,0.01982919,-0.00260223,-0.02435255,1
316,38.37956989,6.76787629,3.10118686,1335.05064500,218.74344090,0.04692357,0.20032109,9.04868100,-0.08196813,-0.09347303,479.63575630,28.15877419,0.31557600,1.78848424,0.28108003,0.05793980,-0.00153577,15.83094553,0.54508743,-0.00392257,-0.00319686,1
317,100.26096770,2.04742540,0.09130215,38.76010753,6.11290323,0.01831522,0.43021665,0.06674552,0.02812206,-0.00293711,-2.39633692,0.05379212,-0.01544643,0.04893489,0.00237123,0.00214253,0.00001160,-0.05982232,-0.00549727,-0.00003240,0.00197421,0
318,22.28612903,1.49012832,1.71878422,27.66236559,20.44913978,0.14806338,0.31252912,-12.67564875,-0.04218559,-0.02286753,0.20392115,-2.53197133,0.39221634,0.12811821,-0.39976327,0.00589600,0.01293433,-0.01817680,-0.10774158,-0.00065423,-0.00121050,0
319,48.24451613,14.99440623,9.64884320,269.78569890,41.96967742,1.61360136,40.48264608,15.75340502,13.87213047,1.48107025,32.95025448,12.06467742,3.51587993,5.30067075,0.53240640,0.18264422,0.12126170,1.11005694,0.37952582,0.03462066,0.67600645,0
320,46.97500000,31.57346502,29.27852935,682.20698920,19.44172043,0.54207276,0.47474169,-0.42233333,-0.07733225,0.05130753,21.71076703,-18.39439068,1.94018803,4.19829685,0.00653279,0.13455348,0.07517476,0.64415001,-0.70744633,0.00082226,-0.00353181,0
321,4.69612903,0.07169564,0.09209746,3.92806452,1.88655914,0.01443983,0.01399748,0.07290681,0.00203976,-0.00001410,-1.42882437,-0.10377419,0.01347337,-0.01326553,0.00122898,-0.00051321,0.00041312,-0.06413221,-0.00668500,-0.00003450,0.00002830,1
322,9.98086022,0.80041698,0.75273822,69.71172043,10.04161290,0.34075440,0.51736398,1.25908244,-0.10849534,0.09703847,13.88149821,2.30405735,0.13381669,0.06318932,0.06207597,0.00272191,0.00449159,0.57988912,0.07831200,0.00204437,-0.00446711,1
323,6.48112903,0.04362603,0.90430827,1.25602151,11.45430108,0.28338893,0.01204204,0.55768459,0.00122316,0.10833649,0.61679928,4.65474552,0.05664699,0.01877924,0.00516720,0.00046763,0.00054349,0.01523585,0.07260074,0.00192140,0.00001600,1
324,41.92411290,0.11472588,0.72644426,2.11677419,27.15204301,0.08194126,0.69382289,10.14586290,0.11397769,-0.01651960,0.74899642,5.35093190,0.15580729,0.02970657,0.28475013,0.00016271,0.00432567,0.00791609,0.15290851,-0.00021663,0.00313312,1
325,5.45284946,0.00000352,0.48666954,0.00075269,4.55655914,0.02221366,0.00969709,-0.33048387,-0.00175089,-0.07354570,0.00053047,-3.13344086,-0.06359165,0.00000261,-0.00735554,0.00000000,-0.00024119,-0.00000071,-0.03781262,-0.00108499,-0.00003810,1
326,53.49000000,2.10455260,5.02722092,99.31494624,139.23698920,0.69764709,0.74406727,18.32025000,0.40201494,-0.28036562,39.05383513,-8.77278853,1.74772769,0.60949827,0.35489080,0.00025856,0.04846994,0.31902433,-0.03651401,-0.01111921,0.00893621,0
327,14.02833333,0.69565044,1.20992317,20.50827957,16.92473118,0.80496882,0.07276683,1.99763889,0.03197340,0.32353184,5.69394624,4.88684229,0.21498047,0.34435631,0.11515142,0.01984915,0.01272103,0.45245197,0.28494888,0.02216050,0.00176573,1
328,158.34569890,18.88535954,1.22036945,342.12559140,37.25021505,0.84052363,1.40534282,-4.05496774,-0.64973141,0.08605802,181.23936920,3.80688172,-0.15918030,10.70211679,-0.29713432,0.43842859,-0.00874221,6.57750485,0.04484347,0.00182580,-0.02851336,0
329,0.64107527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02413082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00085361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
330,107.52591400,185.34034640,113.36327110,2018.30172000,1084.58225800,192.06666020,2.01212234,3.60124731,-1.65748941,-56.34853760,413.50960930,-39.50851971,11.38044287,-30.63302333,0.19936233,-0.61129208,0.26571300,16.53219919,-0.54578477,-1.58767151,-0.02477829,1
331,57.32586022,2.05516095,1.45040549,172.65731180,15.28731183,0.23815669,0.44065164,1.79463799,-0.17397695,0.05147323,-1.35624373,0.88675627,0.42171011,-0.97523461,0.03331624,-0.02702365,0.01421452,0.07898837,-0.00131077,0.00136172,-0.00507388,0
332,16.70086022,0.95030151,1.82178585,34.83387097,40.39236559,0.45430332,0.08272116,2.84763799,0.01498204,0.15273926,13.66320430,16.46247670,0.38385683,0.25358693,0.03920686,0.00421204,0.00523519,0.31291574,0.15053393,0.00080997,0.00031192,0
333,23.41548387,0.18353670,1.64447309,15.76064516,11.43526882,0.12334321,0.00688705,-15.68762724,-0.00202448,-0.02080135,7.55964516,0.93449104,0.36803161,0.10097362,-0.53541530,0.00380141,0.01219222,0.32480293,0.02949727,-0.00062244,-0.00004260,1
334,60.24231183,6.56305978,1.85562233,63.51301075,128.34010750,0.47728589,3.66534192,2.24264516,-0.21388589,0.28355761,35.39512186,-2.10267025,0.03948733,4.52711431,0.08410947,0.06299159,0.00080924,0.44767566,-0.05637123,0.00446378,-0.01170899,0
335,23.21311828,5.74949657,0.98162512,125.86892470,35.75311828,0.37180816,0.09192642,-1.17221505,-0.01799663,0.01773167,21.18370251,6.96489606,0.20121612,1.32029482,0.01528750,0.03818730,0.00807152,0.67241865,0.32821012,0.00031904,-0.00031217,1
336,15.75827957,2.58455266,1.35275421,136.11311830,22.16344086,0.60673695,0.46799676,1.17872401,0.13397783,0.20647310,-3.80154839,5.02555197,0.50644188,0.74728822,-0.02395241,0.01418459,0.01183165,-0.52349868,0.17238745,0.00336299,0.00220377,0
337,85.41784946,3.52702827,1.42701821,140.50053760,63.39505376,0.99887838,0.73274632,9.98434946,0.27224776,0.08225834,-6.48657348,2.65505376,-0.16602513,-3.54566372,0.24220792,-0.06416793,-0.00522291,0.12586885,0.15397039,0.00017341,0.00543245,1
338,13.56268817,1.22270081,1.07892163,33.56978495,18.24526882,0.46227141,0.00995439,-25.37864516,-0.05113299,-9.45294005,-99.72488172,-149.81473120,-9.09472590,-3.22331058,-0.81718275,-0.12890661,-0.21242536,-3.65606221,-4.12028786,-0.21280691,-0.00135852,0
339,48.71236559,10.82940763,3.40410087,458.73838710,78.21010753,2.38287493,47.28185652,-2.35607885,-5.96899291,1.29801923,56.94705376,9.41921864,0.07996334,-0.13474680,-0.03977613,-0.00290862,0.00443439,1.72722510,0.39116781,0.05787472,-0.16231216,0
340,3.94588710,0.00000000,0.77714421,8.45204301,20.29107527,0.38743088,0.02786535,-0.01308513,-0.02857078,0.13088504,1.23715412,-5.88236918,-0.04795722,-0.00504673,0.00201423,-0.00017288,-0.00048005,0.06192420,-0.20729790,0.00352662,-0.00115831,1
341,76.66204301,6.87832802,1.33964624,247.18720430,80.85043011,0.64868977,0.27853237,9.81126523,-0.05300617,-0.08935664,42.68598208,17.61476344,0.03877325,1.21458737,0.20112480,0.02614005,-0.00826063,0.74584506,0.32006399,-0.00250818,-0.00160202,0
342,27.40182796,0.75289501,1.97287099,20.63311828,8.78279570,0.32073496,2.64908714,1.32727240,-0.10021351,0.07477073,3.41945161,3.24512903,0.41569649,0.21936052,0.04091627,0.00676591,0.01306562,0.13016905,0.06410506,0.00091785,-0.00078155,0
343,8.39940860,4.43894602,0.66661046,122.65526880,27.88483871,0.71450659,1.21740156,-6.77331362,0.05753066,0.11728310,-26.94695341,-11.17405018,-9.15267903,-12.66955474,-0.19898709,-0.39155239,-0.28679904,-0.62422810,-0.20454451,0.00271472,0.00071097,0
344,69.86021505,14.05067440,7.32491820,1230.72010800,234.02913980,0.14054757,0.26202810,-8.36845161,0.03045342,0.09695560,103.92499640,89.48436201,0.77490857,0.96447960,-0.14787026,0.01393784,0.01348959,1.56968200,2.26033422,0.00268003,0.00059177,0
345,10.72752688,0.01240515,1.81437473,0.96763441,5.92311828,0.03792468,0.15708297,-0.84813979,-0.04360678,0.00661151,-0.20969893,1.59145161,0.41626156,-0.04630737,-0.04974960,-0.00061291,0.01362540,0.00080487,0.03869540,0.00003570,-0.00097978,1
346,110.39978490,13.02345838,1.84973775,673.49440860,33.94215054,0.28974016,4.23710404,-0.03254839,0.07559355,0.06983474,-27.91986918,4.96748387,0.17523697,2.60333633,-0.00275674,0.07667503,0.00510264,-1.04105465,0.17169293,0.00092636,-0.01954980,1
347,8.58709677,0.20380155,0.50013922,7.59666667,8.79967742,0.22555257,0.65499938,-14.68818100,-10.46746121,-0.06466342,1.77633333,-2.10854480,-0.23687318,-0.30682630,-0.48079834,-0.01301666,-0.00727180,-0.15051683,-0.07542147,-0.00255452,-0.23056322,1
348,36.02470430,5.19336173,3.67082881,172.13967740,72.07881720,0.85133665,0.32885186,-0.06501792,0.09782447,0.09554968,24.02378853,-0.58273835,0.03570391,0.39279216,-0.02535801,0.00768427,0.00011479,0.35001569,-0.00993443,0.00258156,0.00085855,0
349,8.53752688,0.22213995,0.47389223,6.74655914,6.15870968,0.49066584,3.87435506,0.37552688,-5.53173389,0.11030257,-23.47221864,3.06648746,0.16359451,-0.68151092,0.04802133,-0.00627872,0.00747004,-0.24760338,0.13019760,0.00488164,-0.06906605,0
350,1.60206989,0.00000044,0.03426590,0.00010753,1.48451613,2.20777885,2.06313402,-0.60320789,-1.14205505,-0.55378814,-0.00711470,-0.22192832,-0.03093878,-0.00044102,-0.00854980,-0.00001120,-0.00072206,-0.00018297,-0.00291345,-0.00868602,-0.01912930,1
351,13.99483871,0.87401549,0.77127284,63.11602151,16.42505376,0.33338032,0.02985985,-1.07949462,-0.02940950,0.08055452,9.88802151,-0.96094624,0.01804938,0.03604261,-0.03137493,0.00119676,0.00171803,0.31646536,-0.02077472,0.00153782,-0.00091007,1
352,57.59279570,24.91962814,2.54461534,415.69376340,123.44279570,1.69805397,1.01287433,9.49012903,0.24023025,0.62094237,130.29198570,46.31457348,0.38729901,13.36472356,0.26699577,0.51606097,0.00698753,5.23643293,1.29632487,0.01864425,0.01880214,1
353,48.18370968,1.70101518,1.23173662,51.04784946,24.51752688,0.73248839,3.14397240,2.65137634,-1.06441092,-0.25138055,-21.56303943,-13.40136201,-0.13680553,-0.65627094,0.16625445,-0.01564372,-0.00790588,-0.62323392,-0.79530848,-0.01090114,-0.02738086,1
354,9.15790323,0.14119969,0.94710927,3.21290323,14.32225806,0.45130243,0.79529240,1.34823656,-0.10285361,-0.39493577,-0.91431900,2.67014695,0.01826572,-0.03975294,0.03649568,0.00031133,-0.00124341,-0.00053076,0.04729931,-0.01384341,-0.00323094,0
355,39.08177419,0.01792595,0.20937255,0.93053763,4.66763441,0.48656478,0.07295456,0.65232975,-0.00831843,0.11244241,-15.23346237,-2.30158781,-0.00922324,-0.38168619,0.03555209,-0.01202573,-0.00035124,-0.46157412,-0.04900846,0.00240837,-0.00019188,0
356,23.34010753,0.14933471,0.89553089,3.93569893,9.61827957,0.49874711,0.03605352,1.12310753,0.01489442,0.39200034,0.89158781,1.12861290,0.06465103,-0.00578127,0.05078794,0.00125177,0.00315273,0.03521664,0.04706346,0.01662874,0.00070223,0
357,30.13494624,2.94676018,0.57378062,130.27301080,19.61354839,0.54298985,0.01746474,-6.30438710,-0.01008900,0.09829949,-39.19210036,2.59799283,0.13049181,-0.32738107,-0.16203702,-0.00486304,0.00140633,-0.91367072,0.01068306,-0.00067240,-0.00020566,1
358,35.86682796,1.68143222,0.32785529,289.83268820,17.18559140,0.31552341,0.06182338,-12.93494982,0.03371452,0.29553290,40.38068817,-2.61229749,0.00473778,-1.88055451,-0.41561405,-0.05216855,-0.00350995,1.32694483,-0.14768941,0.00053793,0.00062781,0
359,79.53564516,42.72586179,3.13727967,383.57333330,41.62752688,0.50864905,23.44645863,2.68736738,-0.09111392,0.00183592,-0.62677778,-10.11025090,0.07722133,-0.11894856,0.07448370,0.00295377,0.00380747,-0.01807527,-0.30599648,0.00016249,0.01253007,1
360,6.71559140,0.14391494,0.22104438,10.19311828,3.92537634,0.01359876,0.02168342,0.45503584,-0.08209898,-0.03889614,2.41845161,0.11670968,-0.01232749,0.03516785,0.00939582,0.00153848,-0.00024655,0.08951243,0.00291539,-0.00061399,-0.00125561,0
361,63.14833333,6.01567232,5.51689227,315.92365590,214.82111110,1.78268131,19.65120306,11.08611111,0.90413239,-4.77079283,22.85498925,17.81500000,0.00104118,0.22839251,0.20209572,-0.00958360,-0.00393458,0.69077120,0.17344844,-0.13225107,-0.03004396,0
362,15.40774194,0.47119503,0.78793783,34.08720430,10.24268817,0.35963286,0.09788497,-2.77936918,0.04591237,-0.24417010,5.15231541,0.30646595,-0.20963569,-0.22052425,-0.06509960,-0.00986314,-0.00685537,0.17942623,0.00865838,-0.01088198,0.00157844,0
363,12.05892473,1.05598525,1.30905176,29.40397849,13.78602151,0.49492293,0.36613882,1.77403584,0.25434497,0.11857675,4.60386738,3.91568817,0.29226561,0.11020588,0.01132558,0.00068283,0.00319269,0.08858294,0.06477243,0.00122103,0.00005490,0
364,60.05327957,2.58040485,1.12268899,192.96892470,80.23935484,1.07423540,4.73519901,2.44833513,0.23332811,-0.06924511,14.91492473,-1.01720072,-0.05873758,-0.00218652,0.01612648,0.00076703,-0.00109787,0.54954680,0.01661978,-0.00235446,-0.00104759,0
365,101.46698920,7.64520580,3.23548237,239.33215050,87.82956989,0.58522916,0.08506152,-3.03145520,-0.14115475,-0.00776961,-115.94351610,-596.11065230,-2.63768636,-3.09860658,-0.10691803,-0.12045078,-0.09638743,-4.89744615,-21.90418332,0.00060177,-0.00211159,0
366,7.27844086,0.04361535,0.76441050,7.83322581,12.65129032,0.34486631,0.07719151,0.36471864,-0.00052527,0.09283004,2.58500358,1.99206810,0.10882522,0.00196814,0.00447753,0.00025828,0.00422982,0.09769452,0.04966226,0.00241182,-0.00016267,1
367,4.01373656,0.10782434,1.07531715,2.22161290,14.71612903,0.37612653,0.00857612,0.56095878,0.00087199,0.12663277,0.51572401,3.61446237,0.15063696,0.00175387,0.01393522,0.00030456,0.00462880,0.02294342,0.09600599,0.00303123,0.00003050,1
368,12.52172043,0.03695649,0.11741245,0.90580645,5.33376344,0.05042382,0.06572729,-2.01966846,-0.39432380,-0.13648583,-2.78763799,-2.69712545,-0.16852761,-0.11956714,-0.07774714,-0.00485416,-0.00744501,-0.11478706,-0.10980804,-0.00539657,-0.01490337,1
369,52.55204301,0.14830207,0.06977558,8.40881720,3.92021505,0.03086816,0.21113227,1.66493190,-0.00995024,-0.00018710,-0.01251613,-0.12278495,0.00882801,0.01892126,0.03901974,0.00048573,0.00017447,-0.00379429,-0.00720871,-0.00002220,0.00007600,0
370,16.75741935,0.22737414,0.78519087,13.52784946,25.72096774,0.27726671,0.17683855,4.84708602,0.06830250,0.07463110,12.08229391,13.53830108,0.34780315,0.20928552,0.02899136,0.00919241,0.01111909,0.53372343,0.43449586,0.00301768,0.00230460,1
371,26.28693548,7.48120444,4.12670530,66.64129032,35.10548387,0.37833413,0.08500961,0.31587993,-0.01367732,-0.09709408,7.81606810,3.92548387,0.46625801,0.71953333,-0.03895593,-0.01124386,-0.00216700,-0.04250784,0.08842094,-0.00402416,-0.00007170,1
372,11.16510753,0.70494406,2.01513202,8.52559140,5.06161290,0.31364570,0.01061224,-4.88555914,0.00209232,0.05074660,3.49581362,1.76172401,0.40782203,0.26625154,-0.17212304,0.00886471,0.01347143,0.09186744,0.04819055,0.00079644,0.00004830,0
373,74.41333333,5.30922953,3.51573867,217.54688170,45.84817204,0.46713074,0.08476844,5.40577778,-0.03159771,0.34212873,-1.14445161,8.08439427,0.07392124,0.65468742,0.09841988,0.01950507,0.00452418,0.22169981,0.17472783,0.00963826,-0.00079895,0
374,9.38403226,0.02828255,0.62197760,2.43612903,9.43720430,0.30929629,0.01842497,0.52797670,-0.01922742,0.07312240,-1.37987097,1.85353763,0.08848634,-0.00367103,0.01413362,-0.00019103,0.00120180,-0.06350714,0.01280081,0.00023339,-0.00046397,1
375,8.54295699,0.23353278,1.92592626,5.06408602,5.43043011,0.25527579,0.06786205,0.79945699,-0.00873934,0.07529568,-1.48624731,0.74187455,0.37036570,-0.04475265,0.02409052,-0.00014057,0.01219497,0.01487026,0.02820236,0.00213370,-0.00009190,0
376,5.76354839,0.00013433,0.01177534,0.00838710,0.97193548,0.00935750,0.00782624,-3.41211828,-0.00659813,-0.40562037,-2.50850179,-5.63917563,-0.35293296,-0.13973497,-0.08416799,-0.00312205,-0.00768356,-0.05930672,-0.12923850,-0.00862556,-0.00018666,1
377,54.68892473,13.73054525,7.74551618,893.74806450,354.35881720,0.23420989,2.80652377,6.83681362,0.66179491,0.07942576,185.25850900,86.71715054,0.83487742,1.32736026,0.17968059,0.04289866,0.02658035,5.37464551,2.73811722,0.00270420,0.02237824,1
378,28.87032258,1.82272490,0.52232082,85.13698925,24.41333333,0.68659785,0.41191808,11.40315591,-0.08618761,-0.05871165,30.17887814,8.13688889,-0.06394302,0.23977615,0.22783245,0.00665403,-0.00420045,0.77285017,0.14294853,-0.00426216,-0.00554589,1
379,23.36407407,0.13730188,0.84424990,9.86075269,129.04741940,0.02505548,0.37580410,0.43326852,-1.04912269,-0.05612484,-13.85969176,-38.64935842,-0.36273218,-0.36388314,-0.02308778,-0.00877278,0.00049223,-0.11380064,0.35341266,-0.00104451,-0.02033483,1
380,17.75360215,0.16743611,0.67868606,4.91666667,20.05483871,0.20202127,2.97531961,2.35104660,0.41413832,0.00533138,-0.53311111,4.16794982,0.23396644,0.02538001,0.08844844,0.00116842,0.00672539,-0.00771021,0.14085528,0.00069040,0.01290904,0
381,54.73241935,11.36873076,7.80976304,1213.37580600,153.35096770,0.16536585,0.65823873,2.11514158,-0.09434098,-0.12531451,95.30925090,48.57507885,1.96462222,1.85120781,0.03025542,0.05133141,0.06240721,2.85789159,1.58384893,-0.00212882,-0.00269756,0
382,48.07854839,18.98100819,37.64959441,1020.80978500,196.42021510,0.03699500,0.12229097,9.61193728,-0.00333933,-0.00959167,700.88234050,14.27121505,3.43687963,11.14260278,0.35662198,0.28891304,0.05763031,18.80807950,0.08631729,-0.00026439,-0.00007970,1
